drug_id,drug_name,standardized_ingredient,drug_class
2034,anethole trithione,anethole trithione,Various alimentary tract and metabolism products
2035,fenofibric acid,fenofibric acid,Fibrates
2036,enasidenib,enasidenib,Isocitrate dehydrogenase (IDH) inhibitors
2037,pibrentasvir,pibrentasvir,Antivirals for treatment of HCV infections
2038,glecaprevir,glecaprevir,Antivirals for treatment of HCV infections
2040,testosterone undecanoate,testosterone undecanoate,3-oxoandrosten (4) derivatives
2041,ferric cation,ferric cation,UNKNOWN_CLASS
2042,estradiol acetate,estradiol acetate,"Natural and semisynthetic estrogens, plain"
2043,estradiol cypionate,estradiol cypionate,"Natural and semisynthetic estrogens, plain"
2044,estradiol valerate,estradiol valerate,"Natural and semisynthetic estrogens, plain"
2046,ox bile extract,Bos taurus bile preparation,UNKNOWN_CLASS
2047,bromotheophylline,bromotheophylline,UNKNOWN_CLASS
2048,fosnetupitant,fosnetupitant,Piperazines
2049,galcanezumab,galcanezumab,Calcitonin gene-related peptide (CGRP) antagonists
2050,(s)-warfarin,(s)-warfarin,UNKNOWN_CLASS
2051,tocopherylquinone,alpha-tocopherylquinone,Vitamin E
2052,silodrate,silodrate,UNKNOWN_CLASS
2053,tenofovir,tenofovir,Tenofovir
2054,centella asiatica,Centella asiatica extract,Plant Extracts
2055,vibrio cholerae cvd 103-hgr strain live antigen,Vibrio cholerae CVD 103-HGR strain live antigen,Increased Antibody Activity
2056,magnesium ascorbate,magnesium ascorbate,Ascorbic Acid
2057,zinc ascorbate,zinc ascorbate,UNKNOWN_CLASS
2060,ferrous ascorbate,ferrous ascorbate,"Iron bivalent, oral preparations"
2062,"sodium phosphate, dibasic","sodium phosphate, dibasic",Electrolyte Activity
2063,"sodium phosphate, monobasic, unspecified form","sodium phosphate, monobasic",Electrolyte Activity
2064,"sodium phosphate, dibasic, unspecified form","sodium phosphate, dibasic",Electrolyte Activity
2065,lithium citrate,lithium citrate,Citrates
2067,magnesium,magnesium,Magnesium
2069,chromium nicotinate,chromium nicotinic acid complex,Nicotinic Acids
2070,"zinc sulfate, unspecified form",zinc sulfate,Zinc
2072,segesterone acetate,segesterone acetate,Drug Combinations
2073,prednisolone phosphate,prednisolone phosphate,Corticosteroids for local oral treatment
2074,calcium polycarbophil,calcium polycarbophil,Bulk-forming laxatives
2075,inotersen,inotersen,Other nervous system drugs
2077,dabigatran,dabigatran,Dabigatran
2078,mecasermin rinfabate,mecasermin rinfabate,Somatropin and somatropin agonists
2079,solriamfetol,solriamfetol,Centrally acting sympathomimetics
2080,etrasimod,etrasimod,Sphingosine-1-phosphate (S1P) receptor modulators
2083,vibegron,vibegron,Drugs for urinary frequency and incontinence
2084,ritlecitinib,ritlecitinib,Janus-associated kinase (JAK) inhibitors
2087,umbralisib,umbralisib,Other protein kinase inhibitors
2091,aprocitentan,aprocitentan,Other antihypertensives
2092,upadacitinib,upadacitinib,Janus-associated kinase (JAK) inhibitors
2093,gefapixant,gefapixant,UNKNOWN_CLASS
2095,vamorolone,vamorolone,Glucocorticoids
2100,tovorafenib,tovorafenib,B-Raf serine-threonine kinase (BRAF) inhibitors
2101,inavolisib,inavolisib,Phosphatidylinositol-3-kinase (Pi3K) inhibitors
2102,risdiplam,risdiplam,Other drugs for disorders of the musculo-skeletal system
2103,ubrogepant,ubrogepant,Calcitonin gene-related peptide (CGRP) antagonists
2104,xanomeline,xanomeline,Other antipsychotics
2105,danicopan,danicopan,Complement inhibitors
2106,elexacaftor,elexacaftor,Other respiratory system products
2108,belzutifan,belzutifan,Other antineoplastic agents
2109,benzhydrocodone,benzhydrocodone,Analgesia
2110,zuranolone,zuranolone,Other antidepressants
2111,valoctocogene roxaparvovec,valoctocogene roxaparvovec,Blood coagulation factors
2112,prednisolone acetate,prednisolone acetate,Corticosteroids for local oral treatment
2116,triazavirin,triazavirin,UNKNOWN_CLASS
2117,molnupiravir,molnupiravir,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
2118,lenacapavir,lenacapavir,Other antivirals
2120,cedazuridine,cedazuridine,Uridine
2122,copper oxodotreotide cu-64,copper oxodotreotide CU-64,Organometallic Compounds
2123,berotralstat,berotralstat,Drugs used in hereditary angioedema
2124,atogepant,atogepant,Calcitonin gene-related peptide (CGRP) antagonists
2126,eplontersen,eplontersen,Other nervous system drugs
2127,lazertinib,lazertinib,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
2128,leniolisib,leniolisib,Other immunostimulants
2129,maralixibat,maralixibat,Other drugs for bile therapy
2131,odevixibat,odevixibat,Other drugs for bile therapy
2133,sulopenem etzadroxil,sulopenem etzadroxil,Other cephalosporins and penems
2135,serdexmethylphenidate,serdexmethylphenidate,Centrally acting sympathomimetics
2136,deucravacitinib,deucravacitinib,Janus-associated kinase (JAK) inhibitors
2137,nirmatrelvir,nirmatrelvir,Pyrrolidinones
2138,insulin icodec,insulin icodec,"Insulins and analogues for injection, long-acting"
2139,belumosudil,belumosudil,Selective immunosuppressants
2140,fidanacogene elaparvovec,fidanacogene elaparvovec,Blood coagulation factors
2141,repotrectinib,repotrectinib,Other protein kinase inhibitors
2142,l-acetylleucine,levacetylleucine,Other nervous system drugs
2143,linzagolix,linzagolix,Anti-gonadotropin-releasing hormones
2144,vorasidenib,vorasidenib,Isocitrate dehydrogenase (IDH) inhibitors
2146,fecal microbiota,"fecal microbiota, live",Unknown Physiological Effect
2147,revumenib,revumenib,Other antineoplastic agents
2148,deuruxolitinib,deuruxolitinib,Janus-associated kinase (JAK) inhibitors
2149,benzgalantamine,benzgalantamine,Anticholinesterases
